Cross 1,Cross 2,Cross 3,Cross 4,Cross 5,Cross 6,City_Average_Traffic,Time,Hour,Peak,Congestion_Index,Congestion_Level
196,52,80,160,70,135,115.5,05-02-2024 15:00,15,0,1.907149543,High
161,39,71,130,48,117,94.33333333,05-02-2024 15:05,15,0,1.557643061,High
136,50,90,143,68,103,98.33333333,05-02-2024 15:10,15,0,1.62369153,High
130,38,75,119,71,126,93.16666667,05-02-2024 15:15,15,0,1.538378924,High
148,37,78,146,59,92,93.33333333,05-02-2024 15:20,15,0,1.541130944,High
173,41,59,145,60,124,100.3333333,05-02-2024 15:25,15,0,1.656715765,High
157,44,63,134,50,105,92.16666667,05-02-2024 15:30,15,0,1.521866807,High
140,51,89,130,60,110,96.66666667,05-02-2024 15:35,15,0,1.596171335,High
143,48,69,154,65,137,102.6666667,05-02-2024 15:40,15,0,1.695244038,High
140,40,70,147,58,136,98.5,05-02-2024 15:45,15,0,1.62644355,High
167,43,69,148,53,106,97.66666667,05-02-2024 15:50,15,0,1.612683452,High
149,41,77,104,70,111,92,05-02-2024 15:55,15,0,1.519114788,High
144,57,68,120,63,106,93,05-02-2024 16:00,16,0,1.535626905,High
163,54,90,167,53,150,112.8333333,05-02-2024 16:05,16,0,1.86311723,High
157,48,78,153,55,101,98.66666667,05-02-2024 16:10,16,0,1.629195569,High
170,43,73,151,42,144,103.8333333,05-02-2024 16:15,16,0,1.714508175,High
167,43,96,138,59,130,105.5,05-02-2024 16:20,16,0,1.74202837,High
186,50,84,133,55,132,106.6666667,05-02-2024 16:25,16,0,1.761292507,High
147,52,92,139,67,109,101,05-02-2024 16:30,16,0,1.667723843,High
138,34,77,136,54,109,91.33333333,05-02-2024 16:35,16,0,1.508106709,High
175,42,83,161,66,122,108.1666667,05-02-2024 16:40,16,0,1.786060683,High
164,41,90,137,59,125,102.6666667,05-02-2024 16:45,16,0,1.695244038,High
122,39,73,123,69,122,91.33333333,05-02-2024 16:50,16,0,1.508106709,High
166,47,72,146,64,137,105.3333333,05-02-2024 16:55,16,0,1.739276351,High
169,55,85,135,51,107,100.3333333,05-02-2024 17:00,17,1,1.656715765,High
139,35,73,145,75,120,97.83333333,05-02-2024 17:05,17,1,1.615435472,High
143,43,88,155,68,131,104.6666667,05-02-2024 17:10,17,1,1.728268273,High
178,34,83,136,71,157,109.8333333,05-02-2024 17:15,17,1,1.813580879,High
151,35,90,139,67,119,100.1666667,05-02-2024 17:20,17,1,1.653963745,High
184,60,88,159,76,112,113.1666667,05-02-2024 17:25,17,1,1.868621269,High
161,60,90,109,68,97,97.5,05-02-2024 17:30,17,1,1.609931432,High
154,53,87,169,62,146,111.8333333,05-02-2024 17:35,17,1,1.846605113,High
199,69,104,181,83,114,125,05-02-2024 17:40,17,1,2.064014657,High
225,69,111,167,104,113,131.5,05-02-2024 17:45,17,1,2.171343419,High
206,72,97,159,93,149,129.3333333,05-02-2024 17:50,17,1,2.135567165,High
185,73,99,182,90,119,124.6666667,05-02-2024 17:55,17,1,2.058510618,High
167,62,110,197,122,126,130.6666667,05-02-2024 18:00,18,1,2.157583321,High
205,80,104,199,98,154,140,05-02-2024 18:05,18,1,2.311696416,High
207,75,109,228,135,156,151.6666667,05-02-2024 18:10,18,1,2.504337784,High
240,88,126,277,133,144,168,05-02-2024 18:15,18,1,2.774035699,High
202,72,139,226,124,125,148,05-02-2024 18:20,18,1,2.443793354,High
217,62,109,200,149,172,151.5,05-02-2024 18:25,18,1,2.501585764,High
217,71,111,239,132,148,153,05-02-2024 18:30,18,1,2.52635394,High
228,76,115,243,145,154,160.1666667,05-02-2024 18:35,18,1,2.64469078,High
203,70,98,227,116,125,139.8333333,05-02-2024 18:40,18,1,2.308944396,High
215,77,100,175,107,136,135,05-02-2024 18:45,18,1,2.22913583,High
201,62,97,179,89,138,127.6666667,05-02-2024 18:50,18,1,2.10804697,High
184,76,137,174,109,120,133.3333333,05-02-2024 18:55,18,1,2.201615634,High
164,53,90,200,99,137,123.8333333,05-02-2024 19:00,19,1,2.04475052,High
195,57,86,167,72,130,117.8333333,05-02-2024 19:05,19,1,1.945677817,High
174,40,83,150,84,130,110.1666667,05-02-2024 19:10,19,1,1.819084918,High
168,45,87,148,80,100,104.6666667,05-02-2024 19:15,19,1,1.728268273,High
167,47,79,164,76,123,109.3333333,05-02-2024 19:20,19,1,1.80532482,High
144,39,63,128,68,123,94.16666667,05-02-2024 19:25,19,1,1.554891042,High
173,48,83,105,89,119,102.8333333,05-02-2024 19:30,19,1,1.697996058,High
187,50,78,177,108,150,125,05-02-2024 19:35,19,1,2.064014657,High
176,44,65,142,61,116,100.6666667,05-02-2024 19:40,19,1,1.662219804,High
161,43,67,126,69,139,100.8333333,05-02-2024 19:45,19,1,1.664971823,High
168,55,77,135,75,103,102.1666667,05-02-2024 19:50,19,1,1.68698798,High
160,49,77,162,64,119,105.1666667,05-02-2024 19:55,19,1,1.736524331,High
163,36,52,132,67,96,91,05-02-2024 20:00,20,0,1.50260267,High
162,58,80,104,61,147,102,05-02-2024 20:05,20,0,1.68423596,High
158,54,71,154,70,115,103.6666667,05-02-2024 20:10,20,0,1.711756156,High
179,30,65,109,48,125,92.66666667,05-02-2024 20:15,20,0,1.530122866,High
147,46,71,119,76,121,96.66666667,05-02-2024 20:20,20,0,1.596171335,High
153,37,74,95,75,120,92.33333333,05-02-2024 20:25,20,0,1.524618827,High
131,25,71,119,59,92,82.83333333,05-02-2024 20:30,20,0,1.367753713,High
169,35,74,118,42,120,93,05-02-2024 20:35,20,0,1.535626905,High
178,50,78,149,88,109,108.6666667,05-02-2024 20:40,20,0,1.794316742,High
176,49,91,154,92,139,116.8333333,05-02-2024 20:45,20,0,1.929165699,High
194,54,97,176,89,138,124.6666667,05-02-2024 20:50,20,0,2.058510618,High
205,52,85,177,107,142,128,05-02-2024 20:55,20,0,2.113551009,High
188,61,101,149,108,124,121.8333333,05-02-2024 21:00,21,0,2.011726286,High
184,37,81,152,96,136,114.3333333,05-02-2024 21:05,21,0,1.887885406,High
177,50,94,137,83,105,107.6666667,05-02-2024 21:10,21,0,1.777804625,High
168,52,84,153,96,126,113.1666667,05-02-2024 21:15,21,0,1.868621269,High
162,50,86,146,81,108,105.5,05-02-2024 21:20,21,0,1.74202837,High
166,57,81,136,86,121,107.8333333,05-02-2024 21:25,21,0,1.780556644,High
173,40,80,149,75,115,105.3333333,05-02-2024 21:30,21,0,1.739276351,High
132,41,63,131,84,112,93.83333333,05-02-2024 21:35,21,0,1.549387002,High
135,31,66,107,69,92,83.33333333,05-02-2024 21:40,21,0,1.376009771,High
135,51,78,106,84,122,96,05-02-2024 21:45,21,0,1.585163257,High
157,39,86,125,72,140,103.1666667,05-02-2024 21:50,21,0,1.703500097,High
153,45,75,109,62,105,91.5,05-02-2024 21:55,21,0,1.510858729,High
145,38,71,134,66,98,92,05-02-2024 22:00,22,0,1.519114788,High
137,49,64,126,67,125,94.66666667,05-02-2024 22:05,22,0,1.5631471,High
138,37,66,130,69,100,90,05-02-2024 22:10,22,0,1.486090553,High
139,39,60,112,66,110,87.66666667,05-02-2024 22:15,22,0,1.447562279,High
121,23,67,94,77,97,79.83333333,05-02-2024 22:20,22,0,1.318217361,High
116,29,49,89,52,120,75.83333333,05-02-2024 22:25,22,0,1.252168892,Medium
108,27,54,105,42,94,71.66666667,05-02-2024 22:30,22,0,1.183368403,Medium
115,31,55,100,54,92,74.5,05-02-2024 22:35,22,0,1.230152736,Medium
115,28,61,83,54,106,74.5,05-02-2024 22:40,22,0,1.230152736,Medium
116,21,52,68,56,104,69.5,05-02-2024 22:45,22,0,1.147592149,Medium
113,39,50,119,51,93,77.5,05-02-2024 22:50,22,0,1.279689087,Medium
120,34,51,114,61,96,79.33333333,05-02-2024 22:55,22,0,1.309961302,High
88,27,66,87,69,92,71.5,05-02-2024 23:00,23,0,1.180616384,Medium
122,42,63,127,70,117,90.16666667,05-02-2024 23:05,23,0,1.488842573,High
125,29,72,89,71,110,82.66666667,05-02-2024 23:10,23,0,1.365001693,High
84,34,65,67,82,102,72.33333333,05-02-2024 23:15,23,0,1.194376481,Medium
83,25,86,85,70,96,74.16666667,05-02-2024 23:20,23,0,1.224648696,Medium
90,18,56,90,59,99,68.66666667,05-02-2024 23:25,23,0,1.133832052,Medium
76,32,57,69,61,92,64.5,05-02-2024 23:30,23,0,1.065031563,Medium
96,24,46,73,46,68,58.83333333,05-02-2024 23:35,23,0,0.971462899,Low
76,24,42,67,44,79,55.33333333,05-02-2024 23:40,23,0,0.913670488,Low
64,22,44,57,36,63,47.66666667,05-02-2024 23:45,23,0,0.787077589,Low
62,18,34,48,46,64,45.33333333,05-02-2024 23:50,23,0,0.748549316,Low
67,19,38,51,31,51,42.83333333,05-02-2024 23:55,23,0,0.707269022,Low
69,19,29,63,38,47,44.16666667,06-02-2024 00:00,0,0,0.729285179,Low
55,19,39,51,41,77,47,06-02-2024 00:05,0,0,0.776069511,Low
60,12,29,45,36,55,39.5,06-02-2024 00:10,0,0,0.652228632,Low
48,13,34,49,31,43,36.33333333,06-02-2024 00:15,0,0,0.59994026,Low
61,13,34,44,32,47,38.5,06-02-2024 00:20,0,0,0.635716514,Low
64,14,23,43,32,74,41.66666667,06-02-2024 00:25,0,0,0.688004886,Low
44,11,20,40,27,46,31.33333333,06-02-2024 00:30,0,0,0.517379674,Low
47,6,20,33,18,39,27.16666667,06-02-2024 00:35,0,0,0.448579185,Low
50,15,19,43,27,32,31,06-02-2024 00:40,0,0,0.511875635,Low
46,7,21,36,21,40,28.5,06-02-2024 00:45,0,0,0.470595342,Low
36,8,13,37,30,33,26.16666667,06-02-2024 00:50,0,0,0.432067068,Low
35,10,23,30,17,39,25.66666667,06-02-2024 00:55,0,0,0.42381101,Low
31,8,17,30,23,45,25.66666667,06-02-2024 01:00,1,0,0.42381101,Low
33,7,14,29,38,47,28,06-02-2024 01:05,1,0,0.462339283,Low
28,5,22,18,21,42,22.66666667,06-02-2024 01:10,1,0,0.374274658,Low
25,6,16,15,16,30,18,06-02-2024 01:15,1,0,0.297218111,Low
22,5,16,21,22,35,20.16666667,06-02-2024 01:20,1,0,0.332994365,Low
31,6,16,20,17,30,20,06-02-2024 01:25,1,0,0.330242345,Low
19,7,17,21,15,23,17,06-02-2024 01:30,1,0,0.280705993,Low
32,7,5,24,14,32,19,06-02-2024 01:35,1,0,0.313730228,Low
19,3,10,27,18,30,17.83333333,06-02-2024 01:40,1,0,0.294466091,Low
27,4,14,18,17,30,18.33333333,06-02-2024 01:45,1,0,0.30272215,Low
23,10,12,34,26,29,22.33333333,06-02-2024 01:50,1,0,0.368770619,Low
21,4,13,10,11,19,13,06-02-2024 01:55,1,0,0.214657524,Low
9,2,5,8,8,11,7.166666667,06-02-2024 02:00,2,0,0.11833684,Low
21,5,8,16,18,23,15.16666667,06-02-2024 02:05,2,0,0.250433778,Low
16,0,10,20,21,26,15.5,06-02-2024 02:10,2,0,0.255937817,Low
22,2,11,10,10,28,13.83333333,06-02-2024 02:15,2,0,0.228417622,Low
17,6,9,16,19,22,14.83333333,06-02-2024 02:20,2,0,0.244929739,Low
22,3,12,12,10,23,13.66666667,06-02-2024 02:25,2,0,0.225665602,Low
19,2,9,17,21,33,16.83333333,06-02-2024 02:30,2,0,0.277953974,Low
25,3,5,14,13,25,14.16666667,06-02-2024 02:35,2,0,0.233921661,Low
19,3,6,12,13,21,12.33333333,06-02-2024 02:40,2,0,0.203649446,Low
15,1,8,12,20,13,11.5,06-02-2024 02:45,2,0,0.189889348,Low
21,1,8,6,17,18,11.83333333,06-02-2024 02:50,2,0,0.195393388,Low
10,1,7,13,7,22,10,06-02-2024 02:55,2,0,0.165121173,Low
20,2,8,15,20,19,14,06-02-2024 03:00,3,0,0.231169642,Low
19,1,4,14,11,16,10.83333333,06-02-2024 03:05,3,0,0.17888127,Low
16,5,9,12,14,20,12.66666667,06-02-2024 03:10,3,0,0.209153485,Low
13,3,6,9,6,13,8.333333333,06-02-2024 03:15,3,0,0.137600977,Low
15,2,8,12,12,10,9.833333333,06-02-2024 03:20,3,0,0.162369153,Low
11,2,7,7,13,15,9.166666667,06-02-2024 03:25,3,0,0.151361075,Low
10,1,4,8,5,20,8,06-02-2024 03:30,3,0,0.132096938,Low
12,3,8,2,12,10,7.833333333,06-02-2024 03:35,3,0,0.129344919,Low
10,0,5,9,16,16,9.333333333,06-02-2024 03:40,3,0,0.154113094,Low
13,1,10,10,10,14,9.666666667,06-02-2024 03:45,3,0,0.159617133,Low
18,4,4,9,12,16,10.5,06-02-2024 03:50,3,0,0.173377231,Low
19,3,10,11,15,14,12,06-02-2024 03:55,3,0,0.198145407,Low
8,1,12,7,16,11,9.166666667,06-02-2024 04:00,4,0,0.151361075,Low
14,3,29,3,9,21,13.16666667,06-02-2024 04:05,4,0,0.217409544,Low
11,4,6,13,17,17,11.33333333,06-02-2024 04:10,4,0,0.187137329,Low
22,0,9,6,14,22,12.16666667,06-02-2024 04:15,4,0,0.200897427,Low
20,1,15,6,21,23,14.33333333,06-02-2024 04:20,4,0,0.236673681,Low
11,0,5,7,14,15,8.666666667,06-02-2024 04:25,4,0,0.143105016,Low
12,4,12,12,16,16,12,06-02-2024 04:30,4,0,0.198145407,Low
9,2,9,5,16,16,9.5,06-02-2024 04:35,4,0,0.156865114,Low
8,0,5,9,10,16,8,06-02-2024 04:40,4,0,0.132096938,Low
15,2,4,11,14,11,9.5,06-02-2024 04:45,4,0,0.156865114,Low
17,0,1,10,6,10,7.333333333,06-02-2024 04:50,4,0,0.12108886,Low
7,1,4,9,14,15,8.333333333,06-02-2024 04:55,4,0,0.137600977,Low
9,1,8,7,11,14,8.333333333,06-02-2024 05:00,5,0,0.137600977,Low
5,2,3,4,7,19,6.666666667,06-02-2024 05:05,5,0,0.110080782,Low
24,1,4,11,17,10,11.16666667,06-02-2024 05:10,5,0,0.184385309,Low
18,1,10,1,6,17,8.833333333,06-02-2024 05:15,5,0,0.145857036,Low
13,1,7,12,13,18,10.66666667,06-02-2024 05:20,5,0,0.176129251,Low
18,0,6,12,10,15,10.16666667,06-02-2024 05:25,5,0,0.167873192,Low
27,5,11,11,8,14,12.66666667,06-02-2024 05:30,5,0,0.209153485,Low
17,4,9,16,10,20,12.66666667,06-02-2024 05:35,5,0,0.209153485,Low
18,5,9,15,12,19,13,06-02-2024 05:40,5,0,0.214657524,Low
19,4,12,17,10,16,13,06-02-2024 05:45,5,0,0.214657524,Low
36,1,13,10,7,22,14.83333333,06-02-2024 05:50,5,0,0.244929739,Low
30,2,7,17,11,18,14.16666667,06-02-2024 05:55,5,0,0.233921661,Low
32,4,17,17,9,23,17,06-02-2024 06:00,6,0,0.280705993,Low
37,3,16,20,9,21,17.66666667,06-02-2024 06:05,6,0,0.291714072,Low
37,8,22,28,13,26,22.33333333,06-02-2024 06:10,6,0,0.368770619,Low
44,3,16,24,4,31,20.33333333,06-02-2024 06:15,6,0,0.335746384,Low
54,5,25,22,16,34,26,06-02-2024 06:20,6,0,0.429315049,Low
65,10,30,36,10,44,32.5,06-02-2024 06:25,6,0,0.536643811,Low
70,15,30,28,13,31,31.16666667,06-02-2024 06:30,6,0,0.514627654,Low
73,7,22,37,13,45,32.83333333,06-02-2024 06:35,6,0,0.54214785,Low
73,9,41,35,11,49,36.33333333,06-02-2024 06:40,6,0,0.59994026,Low
101,14,27,58,15,52,44.5,06-02-2024 06:45,6,0,0.734789218,Low
89,10,40,45,21,45,41.66666667,06-02-2024 06:50,6,0,0.688004886,Low
104,11,46,56,24,63,50.66666667,06-02-2024 06:55,6,0,0.836613941,Low
80,15,35,41,29,49,41.5,06-02-2024 07:00,7,0,0.685252866,Low
101,19,52,68,30,55,54.16666667,06-02-2024 07:05,7,0,0.894406351,Low
139,14,47,60,21,50,55.16666667,06-02-2024 07:10,7,0,0.910918469,Low
123,19,44,72,32,63,58.83333333,06-02-2024 07:15,7,0,0.971462899,Low
150,25,52,72,46,61,67.66666667,06-02-2024 07:20,7,0,1.117319934,Medium
175,24,55,67,37,74,72,06-02-2024 07:25,7,0,1.188872442,Medium
177,38,63,103,34,64,79.83333333,06-02-2024 07:30,7,0,1.318217361,High
186,34,78,113,66,80,92.83333333,06-02-2024 07:35,7,0,1.532874885,High
245,33,68,119,71,125,110.1666667,06-02-2024 07:40,7,0,1.819084918,High
221,42,84,144,63,96,108.3333333,06-02-2024 07:45,7,0,1.788812703,High
253,57,121,180,102,159,145.3333333,06-02-2024 07:50,7,0,2.399761041,High
298,61,131,226,141,143,166.6666667,06-02-2024 07:55,7,0,2.752019543,High
276,79,151,208,151,115,163.3333333,06-02-2024 08:00,8,1,2.696979152,High
239,106,146,239,141,160,171.8333333,06-02-2024 08:05,8,1,2.837332148,High
306,91,167,244,150,175,188.8333333,06-02-2024 08:10,8,1,3.118038142,High
332,101,165,180,168,158,184,06-02-2024 08:15,8,1,3.038229575,High
315,105,190,248,142,137,189.5,06-02-2024 08:20,8,1,3.12904622,High
256,103,164,214,143,166,174.3333333,06-02-2024 08:25,8,1,2.878612442,High
265,99,166,275,147,124,179.3333333,06-02-2024 08:30,8,1,2.961173028,High
271,75,171,191,128,168,167.3333333,06-02-2024 08:35,8,1,2.763027621,High
292,70,161,207,139,156,170.8333333,06-02-2024 08:40,8,1,2.820820031,High
275,86,132,211,111,152,161.1666667,06-02-2024 08:45,8,1,2.661202898,High
241,47,138,199,137,142,150.6666667,06-02-2024 08:50,8,1,2.487825667,High
235,56,145,176,115,123,141.6666667,06-02-2024 08:55,8,1,2.339216611,High
221,53,111,159,88,155,131.1666667,06-02-2024 09:00,9,1,2.16583938,High
222,47,86,158,88,137,123,06-02-2024 09:05,9,1,2.030990422,High
205,44,94,120,67,140,111.6666667,06-02-2024 09:10,9,1,1.843853094,High
200,55,97,159,89,146,124.3333333,06-02-2024 09:15,9,1,2.053006579,High
213,43,90,171,69,150,122.6666667,06-02-2024 09:20,9,1,2.025486383,High
213,42,92,136,80,116,113.1666667,06-02-2024 09:25,9,1,1.868621269,High
188,42,87,159,65,134,112.5,06-02-2024 09:30,9,1,1.857613191,High
211,52,81,156,63,142,117.5,06-02-2024 09:35,9,1,1.940173778,High
202,43,86,126,95,149,116.8333333,06-02-2024 09:40,9,1,1.929165699,High
206,51,82,134,64,144,113.5,06-02-2024 09:45,9,1,1.874125309,High
196,42,87,164,60,129,113,06-02-2024 09:50,9,1,1.86586925,High
219,49,92,147,63,123,115.5,06-02-2024 09:55,9,1,1.907149543,High
187,41,80,166,78,141,115.5,06-02-2024 10:00,10,1,1.907149543,High
213,54,77,141,51,134,111.6666667,06-02-2024 10:05,10,1,1.843853094,High
204,48,85,125,51,117,105,06-02-2024 10:10,10,1,1.733772312,High
178,53,84,172,64,136,114.5,06-02-2024 10:15,10,1,1.890637426,High
200,40,81,165,53,128,111.1666667,06-02-2024 10:20,10,1,1.835597035,High
165,43,81,143,76,119,104.5,06-02-2024 10:25,10,1,1.725516253,High
162,40,89,137,67,131,104.3333333,06-02-2024 10:30,10,1,1.722764234,High
176,46,79,110,62,121,99,06-02-2024 10:35,10,1,1.634699608,High
152,39,82,133,54,110,95,06-02-2024 10:40,10,1,1.568651139,High
169,34,79,135,61,135,102.1666667,06-02-2024 10:45,10,1,1.68698798,High
192,20,72,144,58,131,102.8333333,06-02-2024 10:50,10,1,1.697996058,High
166,7,84,127,54,97,89.16666667,06-02-2024 10:55,10,1,1.472330455,High
159,75,66,111,46,108,94.16666667,06-02-2024 11:00,11,0,1.554891042,High
155,64,79,114,52,89,92.16666667,06-02-2024 11:05,11,0,1.521866807,High
182,62,82,115,64,113,103,06-02-2024 11:10,11,0,1.700748077,High
146,66,70,138,47,102,94.83333333,06-02-2024 11:15,11,0,1.56589912,High
153,72,79,128,44,90,94.33333333,06-02-2024 11:20,11,0,1.557643061,High
167,52,69,94,53,113,91.33333333,06-02-2024 11:25,11,0,1.508106709,High
139,68,67,127,42,94,89.5,06-02-2024 11:30,11,0,1.477834494,High
139,68,68,118,56,114,93.83333333,06-02-2024 11:35,11,0,1.549387002,High
167,61,90,135,60,99,102,06-02-2024 11:40,11,0,1.68423596,High
144,50,82,130,72,114,98.66666667,06-02-2024 11:45,11,0,1.629195569,High
151,54,86,112,66,120,98.16666667,06-02-2024 11:50,11,0,1.620939511,High
170,66,90,123,94,121,110.6666667,06-02-2024 11:55,11,0,1.827340976,High
178,55,109,144,62,122,111.6666667,06-02-2024 12:00,12,0,1.843853094,High
138,67,89,153,86,117,108.3333333,06-02-2024 12:05,12,0,1.788812703,High
173,70,67,123,76,99,101.3333333,06-02-2024 12:10,12,0,1.673227882,High
130,58,78,120,80,123,98.16666667,06-02-2024 12:15,12,0,1.620939511,High
142,60,61,113,60,131,94.5,06-02-2024 12:20,12,0,1.560395081,High
140,46,62,120,52,95,85.83333333,06-02-2024 12:25,12,0,1.417290064,High
154,60,67,100,60,83,87.33333333,06-02-2024 12:30,12,0,1.44205824,High
160,49,51,134,38,106,89.66666667,06-02-2024 12:35,12,0,1.480586514,High
164,65,53,90,45,85,83.66666667,06-02-2024 12:40,12,0,1.38151381,High
133,50,69,111,47,91,83.5,06-02-2024 12:45,12,0,1.378761791,High
151,65,68,119,67,87,92.83333333,06-02-2024 12:50,12,0,1.532874885,High
140,44,70,111,44,90,83.16666667,06-02-2024 12:55,12,0,1.373257752,High
143,48,68,102,46,91,83,06-02-2024 13:00,13,0,1.370505732,High
143,79,66,103,57,133,96.83333333,06-02-2024 13:05,13,0,1.598923354,High
155,58,66,93,50,89,85.16666667,06-02-2024 13:10,13,0,1.406281986,High
150,40,74,109,56,114,90.5,06-02-2024 13:15,13,0,1.494346612,High
142,67,60,108,53,84,85.66666667,06-02-2024 13:20,13,0,1.414538045,High
152,61,69,127,59,104,95.33333333,06-02-2024 13:25,13,0,1.574155178,High
160,74,84,127,64,119,104.6666667,06-02-2024 13:30,13,0,1.728268273,High
174,75,85,142,70,97,107.1666667,06-02-2024 13:35,13,0,1.769548566,High
175,90,76,142,53,112,108,06-02-2024 13:40,13,0,1.783308664,High
180,70,94,166,74,111,115.8333333,06-02-2024 13:45,13,0,1.912653582,High
188,85,88,159,87,132,123.1666667,06-02-2024 13:50,13,0,2.033742442,High
182,119,97,157,78,109,123.6666667,06-02-2024 13:55,13,0,2.041998501,High
186,76,95,168,72,133,121.6666667,06-02-2024 14:00,14,0,2.008974266,High
191,70,90,168,65,122,117.6666667,06-02-2024 14:05,14,0,1.942925797,High
194,87,94,177,76,127,125.8333333,06-02-2024 14:10,14,0,2.077774755,High
157,90,110,130,60,136,113.8333333,06-02-2024 14:15,14,0,1.879629348,High
206,85,95,150,69,122,121.1666667,06-02-2024 14:20,14,0,2.000718207,High
174,62,61,169,64,103,105.5,06-02-2024 14:25,14,0,1.74202837,High
173,79,63,141,62,113,105.1666667,06-02-2024 14:30,14,0,1.736524331,High
179,67,72,142,50,126,106,06-02-2024 14:35,14,0,1.750284429,High
194,74,71,122,58,131,108.3333333,06-02-2024 14:40,14,0,1.788812703,High
164,64,65,157,59,126,105.8333333,06-02-2024 14:45,14,0,1.74753241,High
156,57,78,127,49,125,98.66666667,06-02-2024 14:50,14,0,1.629195569,High
151,78,70,115,41,97,92,06-02-2024 14:55,14,0,1.519114788,High
171,69,63,113,57,110,97.16666667,06-02-2024 15:00,15,0,1.604427393,High
148,72,68,132,70,114,100.6666667,06-02-2024 15:05,15,0,1.662219804,High
202,57,61,142,58,137,109.5,06-02-2024 15:10,15,0,1.808076839,High
181,73,77,117,55,94,99.5,06-02-2024 15:15,15,0,1.642955667,High
153,76,94,130,67,126,107.6666667,06-02-2024 15:20,15,0,1.777804625,High
176,77,74,134,51,110,103.6666667,06-02-2024 15:25,15,0,1.711756156,High
160,74,79,122,58,136,104.8333333,06-02-2024 15:30,15,0,1.731020292,High
137,60,74,122,71,45,84.83333333,06-02-2024 15:35,15,0,1.400777947,High
170,57,65,109,64,159,104,06-02-2024 15:40,15,0,1.717260195,High
155,83,93,0,69,150,91.66666667,06-02-2024 15:45,15,0,1.513610748,High
176,63,75,0,64,131,84.83333333,06-02-2024 15:50,15,0,1.400777947,High
148,74,86,0,62,157,87.83333333,06-02-2024 15:55,15,0,1.450314299,High
167,60,68,0,53,163,85.16666667,06-02-2024 16:00,16,0,1.406281986,High
191,85,78,0,53,197,100.6666667,06-02-2024 16:05,16,0,1.662219804,High
178,80,74,0,76,155,93.83333333,06-02-2024 16:10,16,0,1.549387002,High
179,71,69,0,68,153,90,06-02-2024 16:15,16,0,1.486090553,High
204,73,71,0,50,147,90.83333333,06-02-2024 16:20,16,0,1.499850651,High
179,87,85,0,61,173,97.5,06-02-2024 16:25,16,0,1.609931432,High
169,70,72,0,60,159,88.33333333,06-02-2024 16:30,16,0,1.458570358,High
176,81,74,0,46,127,84,06-02-2024 16:35,16,0,1.387017849,High
158,74,63,0,62,147,84,06-02-2024 16:40,16,0,1.387017849,High
167,74,77,0,69,134,86.83333333,06-02-2024 16:45,16,0,1.433802182,High
156,58,80,0,76,131,83.5,06-02-2024 16:50,16,0,1.378761791,High
158,78,84,72,63,160,102.5,06-02-2024 16:55,16,0,1.692492019,High
179,75,70,130,64,138,109.3333333,06-02-2024 17:00,17,1,1.80532482,High
183,79,75,149,60,158,117.3333333,06-02-2024 17:05,17,1,1.937421758,High
208,95,84,144,54,125,118.3333333,06-02-2024 17:10,17,1,1.953933875,High
173,78,76,153,71,145,116,06-02-2024 17:15,17,1,1.915405602,High
201,74,66,147,47,171,117.6666667,06-02-2024 17:20,17,1,1.942925797,High
187,77,82,126,52,169,115.5,06-02-2024 17:25,17,1,1.907149543,High
208,99,68,147,55,131,118,06-02-2024 17:30,17,1,1.948429836,High
192,89,86,140,73,136,119.3333333,06-02-2024 17:35,17,1,1.970445993,High
211,104,69,168,86,171,134.8333333,06-02-2024 17:40,17,1,2.22638381,High
216,96,91,127,76,174,130,06-02-2024 17:45,17,1,2.146575243,High
250,104,96,137,103,134,137.3333333,06-02-2024 17:50,17,1,2.267664103,High
241,134,88,197,77,154,148.5,06-02-2024 17:55,17,1,2.452049412,High
207,121,111,200,104,147,148.3333333,06-02-2024 18:00,18,1,2.449297393,High
227,124,115,230,105,135,156,06-02-2024 18:05,18,1,2.575890292,High
247,132,127,234,138,168,174.3333333,06-02-2024 18:10,18,1,2.878612442,High
262,125,142,243,137,221,188.3333333,06-02-2024 18:15,18,1,3.109782083,High
250,141,140,268,162,209,195,06-02-2024 18:20,18,1,3.219862865,High
232,123,137,208,142,202,174,06-02-2024 18:25,18,1,2.873108402,High
268,99,112,218,134,182,168.8333333,06-02-2024 18:30,18,1,2.787795797,High
283,131,120,212,139,233,186.3333333,06-02-2024 18:35,18,1,3.076757849,High
248,130,127,205,134,185,171.5,06-02-2024 18:40,18,1,2.831828109,High
221,118,99,217,106,158,153.1666667,06-02-2024 18:45,18,1,2.52910596,High
206,106,91,172,102,171,141.3333333,06-02-2024 18:50,18,1,2.333712572,High
224,109,96,143,91,168,138.5,06-02-2024 18:55,18,1,2.28692824,High
224,67,83,203,84,165,137.6666667,06-02-2024 19:00,19,1,2.273168142,High
195,60,80,182,112,126,125.8333333,06-02-2024 19:05,19,1,2.077774755,High
184,56,75,161,90,206,128.6666667,06-02-2024 19:10,19,1,2.124559087,High
166,55,98,148,88,162,119.5,06-02-2024 19:15,19,1,1.973198012,High
179,51,97,146,89,162,120.6666667,06-02-2024 19:20,19,1,1.992462149,High
176,53,88,129,74,128,108,06-02-2024 19:25,19,1,1.783308664,High
203,57,83,134,89,171,122.8333333,06-02-2024 19:30,19,1,2.028238403,High
231,47,87,164,86,166,130.1666667,06-02-2024 19:35,19,1,2.149327263,High
